id,time,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,d,m_x1,m_x2,m_x3,m_x4,m_x5,m_x6,m_x7,m_x8,m_x9,m_x10,m_x11,m_x12,m_x13,m_x14,m_x15,m_x16,m_x17,m_x18,m_x19,m_x20,m_x21,m_x22,m_x23,m_x24,m_x25,m_x26,m_x27,m_x28,m_x29,m_x30,m_d,y
2,1,1.5153581,-6.7096257,3.0927,-.94585663,-4.3671284,1.9508137,2.8839509,-4.6632042,-2.8174596,9.5499983,-1.7872939,1.2116475,-.26304671,8.4708729,4.6888366,.99987757,2.324872,-9.5848894,2.4874151,5.818192,.34690249,-6.3571,5.0948582,6.693593,.53610444,-.83688468,10.707661,-4.4871573,9.6966019,8.1581011,1.3116523,.24482116,1.2043853,1.1804267,.94848061,1.2366135,.63196635,1.2035432,-.079540253,-.047707956,3.2092781,1.3631251,3.8790941,3.3541911,1.2050474,5.0692372,-1.2863137,-.22017445,.66323817,3.5322611,2.1760411,2.9417465,-2.00616,4.9025235,4.2695913,3.0190566,1.0467219,2.4868305,-.22241981,2.2426798,-1.1774853,-.18519326,4.9513974
2,2,4.7116647,5.3289051,6.8307247,13.367124,2.968884,3.4264951,3.1132779,5.7501879,-2.3047493,3.4286485,2.8513689,9.4783459,6.9318051,-4.1393785,3.6120892,-.85053545,-3.9081905,-4.1027761,2.2256439,10.075096,-2.4813836,-3.2013421,-1.7836665,2.9221625,9.973053,12.191724,9.011961,-.60955107,-2.5504525,-5.1141458,17.816656,.24482116,1.2043853,1.1804267,.94848061,1.2366135,.63196635,1.2035432,-.079540253,-.047707956,3.2092781,1.3631251,3.8790941,3.3541911,1.2050474,5.0692372,-1.2863137,-.22017445,.66323817,3.5322611,2.1760411,2.9417465,-2.00616,4.9025235,4.2695913,3.0190566,1.0467219,2.4868305,-.22241981,2.2426798,-1.1774853,-.18519326,27.873074
2,3,1.2663236,-6.7195754,-2.113389,.48415905,-1.9462543,-.022972899,-8.1446228,1.4029022,9.1713123,2.9828246,.47015336,2.4727876,5.344049,-5.886673,4.8931513,-.80422723,7.2507505,2.8418753,-6.4176178,-.97193998,4.2796507,-1.5450031,4.6434498,4.0949516,3.4485385,-.41646507,-.55845153,5.9262309,-5.277329,.83998948,-1.949389,.24482116,1.2043853,1.1804267,.94848061,1.2366135,.63196635,1.2035432,-.079540253,-.047707956,3.2092781,1.3631251,3.8790941,3.3541911,1.2050474,5.0692372,-1.2863137,-.22017445,.66323817,3.5322611,2.1760411,2.9417465,-2.00616,4.9025235,4.2695913,3.0190566,1.0467219,2.4868305,-.22241981,2.2426798,-1.1774853,-.18519326,-2.4970264
2,4,-2.5149283,-5.9085169,-7.2906923,-4.8687229,1.5161325,-3.8437281,2.0026913,-5.4791236,1.0588057,8.5756254,-3.2074773,.0068056299,8.8158102,-2.4958801,6.7924485,-3.4599352,-4.7681708,5.7919102,4.3627095,4.9615254,1.1851521,2.2553101,12.96999,1.6068498,.88504964,3.8405545,-2.160912,-2.1444032,.60829949,9.0430689,10.422916,.24482116,1.2043853,1.1804267,.94848061,1.2366135,.63196635,1.2035432,-.079540253,-.047707956,3.2092781,1.3631251,3.8790941,3.3541911,1.2050474,5.0692372,-1.2863137,-.22017445,.66323817,3.5322611,2.1760411,2.9417465,-2.00616,4.9025235,4.2695913,3.0190566,1.0467219,2.4868305,-.22241981,2.2426798,-1.1774853,-.18519326,13.956463
2,5,1.7314843,8.8312054,-2.9533412,-4.6746864,2.1924529,4.0410924,6.4709029,-1.500065,-1.6141337,-2.578975,6.2024746,6.3095565,-3.3956504,-4.9429412,6.9863458,-5.8116961,-2.4826045,-10.469357,3.0203497,10.898224,4.7933354,-5.0102687,9.7312002,8.7951927,7.3510523,-1.6264625,-4.8777733,5.6617146,5.8831353,-5.77595,.10617403,.24482116,1.2043853,1.1804267,.94848061,1.2366135,.63196635,1.2035432,-.079540253,-.047707956,3.2092781,1.3631251,3.8790941,3.3541911,1.2050474,5.0692372,-1.2863137,-.22017445,.66323817,3.5322611,2.1760411,2.9417465,-2.00616,4.9025235,4.2695913,3.0190566,1.0467219,2.4868305,-.22241981,2.2426798,-1.1774853,-.18519326,-3.0412586
2,6,3.3213253,9.2251654,-4.6241012,7.4099793,4.8143787,4.4214106,6.1179624,-7.292995,-5.9668622,-9.2943192,-6.3583355,2.9950216,-1.1182569,-.32117569,4.8456736,-6.3392882,-.25164863,12.796467,17.417955,-1.1741271,10.496648,2.2533143,2.661454,15.028045,3.8317957,3.6316793,2.042629,-5.5503588,8.197484,-3.6540248,-8.141325,.24482116,1.2043853,1.1804267,.94848061,1.2366135,.63196635,1.2035432,-.079540253,-.047707956,3.2092781,1.3631251,3.8790941,3.3541911,1.2050474,5.0692372,-1.2863137,-.22017445,.66323817,3.5322611,2.1760411,2.9417465,-2.00616,4.9025235,4.2695913,3.0190566,1.0467219,2.4868305,-.22241981,2.2426798,-1.1774853,-.18519326,-11.174057
2,7,-.96188945,5.7809401,-2.6732576,-3.3987999,-2.2503467,-.88841808,9.3088388,9.4899225,.56923342,3.702018,3.7805104,7.9230685,1.1875671,8.5413427,-.67774969,-5.0054965,4.1395283,.14375877,11.15009,-2.7824755,-3.0626366,4.8942232,5.825036,5.5941257,5.4281435,-5.8030167,4.4155502,-2.3089767,5.5136552,-13.239931,1.5871576,.24482116,1.2043853,1.1804267,.94848061,1.2366135,.63196635,1.2035432,-.079540253,-.047707956,3.2092781,1.3631251,3.8790941,3.3541911,1.2050474,5.0692372,-1.2863137,-.22017445,.66323817,3.5322611,2.1760411,2.9417465,-2.00616,4.9025235,4.2695913,3.0190566,1.0467219,2.4868305,-.22241981,2.2426798,-1.1774853,-.18519326,2.812604
2,8,-2.5377254,-.22119144,4.0112348,-2.5430391,-3.230233,3.6415453,-4.8924484,-2.8856218,-2.4261124,5.0231013,9.0517292,3.5168447,6.0528183,7.0211473,6.9950647,6.9966631,-7.4716706,2.8136826,3.430707,-5.140018,13.022136,-5.5067253,4.8088522,2.6961987,4.3495984,7.018589,5.2953658,-7.4254966,2.414959,2.8605063,-5.2168903,.24482116,1.2043853,1.1804267,.94848061,1.2366135,.63196635,1.2035432,-.079540253,-.047707956,3.2092781,1.3631251,3.8790941,3.3541911,1.2050474,5.0692372,-1.2863137,-.22017445,.66323817,3.5322611,2.1760411,2.9417465,-2.00616,4.9025235,4.2695913,3.0190566,1.0467219,2.4868305,-.22241981,2.2426798,-1.1774853,-.18519326,-6.706244
2,9,3.8593934,1.8642931,8.0742607,-.66656405,4.3684511,-9.7007151,-3.5431261,1.4415987,-2.1243222,.99488813,-.28133386,-2.7619078,4.5580277,7.7108555,10.895092,4.0484633,-1.2357758,-1.0341158,.75960094,3.4279823,-.83716065,4.1202793,7.5451369,-2.6130102,-1.789432,-3.2157681,6.3062687,5.6856441,-1.791878,-3.1186147,18.027769,.24482116,1.2043853,1.1804267,.94848061,1.2366135,.63196635,1.2035432,-.079540253,-.047707956,3.2092781,1.3631251,3.8790941,3.3541911,1.2050474,5.0692372,-1.2863137,-.22017445,.66323817,3.5322611,2.1760411,2.9417465,-2.00616,4.9025235,4.2695913,3.0190566,1.0467219,2.4868305,-.22241981,2.2426798,-1.1774853,-.18519326,26.349182
2,10,-7.9427943,.57225311,9.4501276,5.3212128,8.299798,3.2941413,-1.2819955,2.9409962,5.9772081,9.7089701,2.9094555,7.6387711,5.4287872,-1.9076951,1.6614225,-2.6369607,4.2011652,7.4358273,-3.1142449,-3.3520482,1.6748224,-11.964289,-2.4710743,-2.1221938,-3.8233373,-4.316731,-5.3139939,3.0281565,-.26767805,-1.7738531,-35.816654,.24482116,1.2043853,1.1804267,.94848061,1.2366135,.63196635,1.2035432,-.079540253,-.047707956,3.2092781,1.3631251,3.8790941,3.3541911,1.2050474,5.0692372,-1.2863137,-.22017445,.66323817,3.5322611,2.1760411,2.9417465,-2.00616,4.9025235,4.2695913,3.0190566,1.0467219,2.4868305,-.22241981,2.2426798,-1.1774853,-.18519326,-52.464069
3,1,1.110028,1.427274,3.3874264,3.6289487,9.3800716,5.7974253,-13.580331,-1.762377,-7.4720311,-.24434349,2.1712849,-1.3458656,2.3647966,-7.5649438,4.8822765,-4.1023374,1.5587475,9.8140182,3.6262412,1.9933077,12.424876,8.006506,10.732671,4.1522121,.16149914,-1.1558402,-1.575575,5.7274055,5.4875412,6.3360305,2.2040896,.26158977,-.46467578,-.15153934,1.340974,1.5251174,-.8721419,-.14172493,.34455833,-1.453972,-.71339542,1.0978855,-.90962905,1.0210873,-.67057681,1.662854,-.22940907,-1.1030582,2.9708881,4.2995448,-1.4802814,2.7683954,5.1941752,1.1514151,-.035515446,-.40938613,2.3316376,.29599166,.82561666,.66166961,2.5962691,4.9322386,4.4229875
3,2,6.6174021,-2.8335969,1.0529294,1.0677782,1.1884385,5.8012686,-1.4953387,-8.6521845,9.4777679,-.43829745,-2.9788573,1.4005679,-.94624615,5.7319784,5.6518264,2.1759732,-.58877659,3.2458599,9.4259424,-8.784173,-.13968574,5.5339909,-8.576129,-3.7814193,-7.8787451,6.5785537,2.7776868,-9.8883123,-5.8290238,8.5036888,4.7653756,.26158977,-.46467578,-.15153934,1.340974,1.5251174,-.8721419,-.14172493,.34455833,-1.453972,-.71339542,1.0978855,-.90962905,1.0210873,-.67057681,1.662854,-.22940907,-1.1030582,2.9708881,4.2995448,-1.4802814,2.7683954,5.1941752,1.1514151,-.035515446,-.40938613,2.3316376,.29599166,.82561666,.66166961,2.5962691,4.9322386,7.6681943
3,3,2.6962953,3.8698647,-2.3710201,1.7624646,-1.4323258,-.73370934,4.1384029,-5.5714302,-7.6134233,1.3849947,1.6765587,-4.9854302,5.8686657,-.3564043,-4.6049562,4.1406422,5.6741056,6.1475682,2.5821791,3.1075225,-8.1547499,10.736112,.99684775,-4.0534043,-5.1359177,7.3106074,.39159429,-6.195529,1.0730019,-4.5324936,-2.5586538,.26158977,-.46467578,-.15153934,1.340974,1.5251174,-.8721419,-.14172493,.34455833,-1.453972,-.71339542,1.0978855,-.90962905,1.0210873,-.67057681,1.662854,-.22940907,-1.1030582,2.9708881,4.2995448,-1.4802814,2.7683954,5.1941752,1.1514151,-.035515446,-.40938613,2.3316376,.29599166,.82561666,.66166961,2.5962691,4.9322386,-4.4082818
3,4,.080452122,-4.1326728,6.431087,10.66818,.1872405,-.05708551,1.9678658,.82705492,-2.2443206,2.6287556,5.0869298,5.9852905,2.6327305,-3.683574,-.33618876,-.2383769,1.5296571,2.4395049,5.5193658,-6.61022,3.7329209,8.3756618,.68528461,8.9491844,-4.9905906,-3.2272122,2.259881,1.0685825,6.6456604,7.1560521,-1.7005476,.26158977,-.46467578,-.15153934,1.340974,1.5251174,-.8721419,-.14172493,.34455833,-1.453972,-.71339542,1.0978855,-.90962905,1.0210873,-.67057681,1.662854,-.22940907,-1.1030582,2.9708881,4.2995448,-1.4802814,2.7683954,5.1941752,1.1514151,-.035515446,-.40938613,2.3316376,.29599166,.82561666,.66166961,2.5962691,4.9322386,3.2511041
3,5,-5.2849936,-1.4650784,-9.6612167,6.6965461,3.306273,-2.2048874,-3.5514483,-2.1027627,-.31297991,.24803115,1.6133704,2.4467082,13.107571,4.2609725,12.682073,-3.816,-3.1921592,4.8319373,11.018794,1.0476172,-1.4176018,-3.406467,4.9259696,-7.5564303,2.0013807,6.4252882,-3.5843513,2.1851361,1.9977094,-5.1166854,26.323444,.26158977,-.46467578,-.15153934,1.340974,1.5251174,-.8721419,-.14172493,.34455833,-1.453972,-.71339542,1.0978855,-.90962905,1.0210873,-.67057681,1.662854,-.22940907,-1.1030582,2.9708881,4.2995448,-1.4802814,2.7683954,5.1941752,1.1514151,-.035515446,-.40938613,2.3316376,.29599166,.82561666,.66166961,2.5962691,4.9322386,40.54697
3,6,.97356141,5.0431643,2.7832191,4.0782375,-.18063737,-11.676897,3.8318937,9.1651659,-9.8767576,-4.0016289,1.860512,-11.4054,-5.3675346,-2.5815713,2.7788377,-4.9532881,-6.4854374,7.2154284,-4.0288301,7.7005796,-.38208151,9.5583124,5.0269852,-.41998079,-1.993018,-1.8683343,-1.6539015,5.8747511,6.2741356,6.725873,2.6109402,.26158977,-.46467578,-.15153934,1.340974,1.5251174,-.8721419,-.14172493,.34455833,-1.453972,-.71339542,1.0978855,-.90962905,1.0210873,-.67057681,1.662854,-.22940907,-1.1030582,2.9708881,4.2995448,-1.4802814,2.7683954,5.1941752,1.1514151,-.035515446,-.40938613,2.3316376,.29599166,.82561666,.66166961,2.5962691,4.9322386,5.6945901
3,7,-3.2526145,-8.0064125,-2.1094325,-2.5958748,-.4359946,-1.9080181,2.4680266,4.1508908,-.71725315,-7.5527434,-2.0738447,2.5010998,-.06148671,2.7176399,1.0755954,10.524588,-3.1285827,-2.5535789,-3.9020944,-4.9057355,7.1191297,4.7199769,.69472468,1.4617817,6.0631294,1.5426089,-2.2815392,-1.3016348,-1.5307118,2.7428873,3.0633283,.26158977,-.46467578,-.15153934,1.340974,1.5251174,-.8721419,-.14172493,.34455833,-1.453972,-.71339542,1.0978855,-.90962905,1.0210873,-.67057681,1.662854,-.22940907,-1.1030582,2.9708881,4.2995448,-1.4802814,2.7683954,5.1941752,1.1514151,-.035515446,-.40938613,2.3316376,.29599166,.82561666,.66166961,2.5962691,4.9322386,6.1068072
3,8,-.63421136,-2.2067676,-3.8363869,-.32354707,1.5147973,6.2020211,11.413943,7.5989842,2.0832839,.57696837,5.5492978,1.3393403,-3.7738731,.17982037,-.00047889425,-3.1331744,-3.4292552,-2.5724673,5.1079712,-2.692276,7.7216954,3.0822906,10.237402,9.4800663,-1.052559,2.1510103,5.238605,4.1752071,2.5228209,5.2163634,1.4976496,.26158977,-.46467578,-.15153934,1.340974,1.5251174,-.8721419,-.14172493,.34455833,-1.453972,-.71339542,1.0978855,-.90962905,1.0210873,-.67057681,1.662854,-.22940907,-1.1030582,2.9708881,4.2995448,-1.4802814,2.7683954,5.1941752,1.1514151,-.035515446,-.40938613,2.3316376,.29599166,.82561666,.66166961,2.5962691,4.9322386,4.2205372
3,9,3.0904839,2.0690103,5.2927637,-12.161938,-4.0555949,-3.9795616,-3.2987716,1.4354208,7.0330896,-.17919725,-2.934288,-3.8591397,2.0127959,-1.8299342,-2.9591742,-3.680501,2.9198363,2.7535725,5.4673862,-5.6650543,1.3235347,2.9789314,-2.0531981,1.5908611,3.8933258,10.084058,-.7087757,.97604412,-7.9448476,-9.2725677,9.7217779,.26158977,-.46467578,-.15153934,1.340974,1.5251174,-.8721419,-.14172493,.34455833,-1.453972,-.71339542,1.0978855,-.90962905,1.0210873,-.67057681,1.662854,-.22940907,-1.1030582,2.9708881,4.2995448,-1.4802814,2.7683954,5.1941752,1.1514151,-.035515446,-.40938613,2.3316376,.29599166,.82561666,.66166961,2.5962691,4.9322386,15.701942
3,10,-2.7805057,1.5884564,-2.4847624,.58894426,5.7789054,-5.9619741,-3.3114924,-1.6431785,-4.8970952,.44350687,1.0078909,-1.1734614,-5.6265459,-3.579752,-2.5412722,.78838336,-5.8887181,-1.6129611,8.1784906,.0056183739,5.4559164,2.3564389,-11.156405,-10.178025,4.8376346,-4.5243626,2.096292,5.6345162,-2.0795898,8.2035437,3.3949842,.26158977,-.46467578,-.15153934,1.340974,1.5251174,-.8721419,-.14172493,.34455833,-1.453972,-.71339542,1.0978855,-.90962905,1.0210873,-.67057681,1.662854,-.22940907,-1.1030582,2.9708881,4.2995448,-1.4802814,2.7683954,5.1941752,1.1514151,-.035515446,-.40938613,2.3316376,.29599166,.82561666,.66166961,2.5962691,4.9322386,5.573462
4,1,.6140604,1.2222738,-2.5115156,-3.7179105,-7.0507793,-12.087082,2.1704428,-1.6160508,-5.0624709,-1.6377205,.92333108,4.6028233,6.6133466,-9.2287445,12.98085,-3.8636556,8.1510649,1.0050952,-1.1961534,6.5024619,5.5307775,4.631299,1.7058401,10.418901,4.2352881,-1.443828,-1.9051379,3.1891115,8.2311478,4.434454,.0081584025,2.351711,2.538923,.65389538,-2.1841626,-.38452157,-.78518713,2.6645989,1.1951421,1.8578387,-.58016127,1.4345112,1.4769627,3.4980741,2.3051245,3.0705185,-.54779685,3.3165524,1.5391375,1.6407616,.32979727,2.2666066,-1.265902,-.82892191,.1284221,1.5541539,1.4864169,.89493579,2.3710756,1.6818913,-.052307747,-1.2177776,-2.0037329
4,2,-.39340952,4.8203259,2.3713899,-8.7261295,4.2429695,9.9240179,5.850472,.99983275,4.1764812,.70846319,4.2378402,-.37748528,6.9436278,3.3678422,-2.2798383,.28685412,-6.1594443,2.1068463,6.2162914,-6.6513424,-7.6345096,-5.3467274,2.8936541,1.5443555,-7.6610718,6.4727836,-1.5819516,-2.0846758,2.2829521,-2.112896,.75178862,2.351711,2.538923,.65389538,-2.1841626,-.38452157,-.78518713,2.6645989,1.1951421,1.8578387,-.58016127,1.4345112,1.4769627,3.4980741,2.3051245,3.0705185,-.54779685,3.3165524,1.5391375,1.6407616,.32979727,2.2666066,-1.265902,-.82892191,.1284221,1.5541539,1.4864169,.89493579,2.3710756,1.6818913,-.052307747,-1.2177776,1.7251662
4,3,-.64827168,5.1754131,-1.4984728,-.4686465,.27913702,-4.8879733,5.8079009,.24376757,9.0065031,-5.2054338,-.36662456,6.5182791,3.1848855,3.7432656,-5.1431789,-.72128117,11.161667,1.907621,.83098638,9.2668867,1.7169729,6.5950747,-2.1647854,-.039601065,3.5195153,.50146967,2.7875085,4.5977173,3.5015469,-9.059701,.60129988,2.351711,2.538923,.65389538,-2.1841626,-.38452157,-.78518713,2.6645989,1.1951421,1.8578387,-.58016127,1.4345112,1.4769627,3.4980741,2.3051245,3.0705185,-.54779685,3.3165524,1.5391375,1.6407616,.32979727,2.2666066,-1.265902,-.82892191,.1284221,1.5541539,1.4864169,.89493579,2.3710756,1.6818913,-.052307747,-1.2177776,3.1743066
4,4,8.6185598,4.0419574,-3.1945534,-.59036726,-.2510826,2.7897151,10.650126,-2.9745772,-2.3170173,-6.8083091,-4.8029637,-2.7031958,1.58249,10.837975,9.8998699,4.9959741,11.513375,.004584461,.28231919,-9.5650206,9.7438679,.92664754,-7.0111756,-3.5470433,6.6946621,-3.2655537,2.728986,5.2896972,2.9664931,1.6725714,-10.781224,2.351711,2.538923,.65389538,-2.1841626,-.38452157,-.78518713,2.6645989,1.1951421,1.8578387,-.58016127,1.4345112,1.4769627,3.4980741,2.3051245,3.0705185,-.54779685,3.3165524,1.5391375,1.6407616,.32979727,2.2666066,-1.265902,-.82892191,.1284221,1.5541539,1.4864169,.89493579,2.3710756,1.6818913,-.052307747,-1.2177776,-17.198771
4,5,6.4314542,-.19077359,1.7045285,-1.3854631,4.2576957,.66755462,1.2683048,3.8143384,-.85936505,4.0543413,.40014467,1.9881338,2.4746163,-6.6928072,7.7249899,-3.5095572,-4.6180949,1.4400158,4.1279244,-6.0599084,1.1322864,-3.4896576,6.1545544,-9.1205349,3.532023,-.22984211,-6.5854497,6.053791,3.0588369,6.2840314,8.2683792,2.351711,2.538923,.65389538,-2.1841626,-.38452157,-.78518713,2.6645989,1.1951421,1.8578387,-.58016127,1.4345112,1.4769627,3.4980741,2.3051245,3.0705185,-.54779685,3.3165524,1.5391375,1.6407616,.32979727,2.2666066,-1.265902,-.82892191,.1284221,1.5541539,1.4864169,.89493579,2.3710756,1.6818913,-.052307747,-1.2177776,12.130193
